annual_turnover,loan_amount,gst_compliance_score,audit_risk_flag,cibil_score,risk_probability,default
1318251.5373367094,1669178.7209679799,6,0,874,0.022219071655591182,0
2440846.066528597,1003710.9966355886,7,0,765,0.02154882149124466,0
3750362.844608642,1510208.583606459,6,0,406,0.021579534060510656,0
5052182.100421668,767163.0713289524,2,0,899,0.02154188461492057,0
6035318.040938246,615474.8481303006,8,0,600,0.021282766398107705,0
3548512.3736930685,1683373.2039461285,4,0,345,0.02170670141066614,0
5373533.528954157,1308062.6293346086,9,0,376,0.021350494168568455,0
3489234.135293355,1601140.2038106096,8,0,468,0.02154709273763287,0
3776964.394016104,1491052.511495825,3,0,428,0.02168476955766636,0
2186677.8063035556,1011799.9756681013,3,0,567,0.021735083658595777,0
3153533.5077781915,1477372.8490178317,8,0,899,0.021554203819532686,0
2296630.7887673327,883449.3474925724,2,0,884,0.021714317485505757,0
3048253.494045335,2195486.1790007004,9,0,718,0.02170363188294647,0
7107283.593215679,822014.8275700181,4,0,460,0.021441020435352235,0
3101202.222336114,1402107.3645157092,6,0,357,0.021616145618778164,0
10264764.129674781,978864.2059763758,3,0,683,0.021463019297739087,0
5986635.801761778,1785210.5866803979,3,0,809,0.02161324391292401,0
5369672.247389748,1334284.3143592486,3,0,729,0.021576424942844702,0
3283284.439637573,1240666.6401893948,10,0,639,0.021413036633980635,0
6400619.758817983,1926600.772525777,2,0,877,0.021652350552502784,0
3848724.347524452,1514715.295838776,8,0,325,0.021498717877293298,0
5244019.629290723,1758322.2229679837,9,0,888,0.02141853709057406,0
10120169.07653759,1009337.0317412675,8,0,671,0.02128110471175408,0
4807880.200550701,797591.5280362465,10,0,335,0.02125604032739462,0
7298546.652571352,1553603.981020067,3,0,830,0.021550043952998064,0
3593647.149748225,1340576.8222526344,7,0,566,0.0215205495774627,0
4930023.019006076,1813217.336226972,10,0,731,0.0214055691961013,0
8541601.27127102,1460045.773668725,2,0,318,0.02155601972627337,0
3746065.8844244652,1602537.669617315,4,0,638,0.021672191542287438,0
8624897.115993857,688308.7350293783,6,1,439,0.021463841337521158,0
6415503.870910951,2444218.4698071284,5,0,366,0.02160049563183684,0
3875066.448211465,1417879.007483984,9,0,829,0.021441198049616646,0
6264815.478111042,1848793.4851695995,10,0,668,0.02135173877711241,0
6945108.89925346,1081954.1648901869,4,0,560,0.0214707401295543,0
6243619.924434393,1654004.9511086706,5,0,878,0.021514528770019244,0
1859550.5602190872,848577.6182376273,4,0,881,0.021693330535344717,0
3545725.648350263,1726033.9191298354,8,1,502,0.021691201148704188,0
4504962.72889699,1322012.9578070836,8,0,709,0.021424577959398512,0
4851133.141799907,1514595.2519677838,3,0,379,0.021623623946095835,0
6241344.195101356,1848987.0150650488,1,0,412,0.021685860404547116,0
5355402.001866507,883729.8443898599,6,0,436,0.021403514527180555,0
2329311.2825797973,1157754.1346936016,2,0,488,0.021797536798707877,0
5760395.702011926,1728662.1405433826,2,0,576,0.021651678156656896,0
6221171.490567646,2549110.7372733736,3,0,402,0.021695858322340122,0
6119580.89586208,1430958.832669259,8,0,406,0.02138041939744571,0
7161561.451109244,1795568.0589619663,3,0,874,0.021578082255721137,0
6667844.309097808,1446514.26507076,7,1,472,0.021528374032374665,0
5918360.158456873,2471122.79737815,10,0,630,0.021442410500794273,0
4859668.577082706,626389.1665173722,10,0,490,0.021228639723396753,0
1678078.1329680174,1547310.522334679,9,0,524,0.02185310925096845,0
5859236.438265172,687227.9832189695,8,0,622,0.02129410582112599,0
5415375.374326223,246714.21473164158,1,1,807,0.02162363141683431,0
5543157.674390747,1648731.0265589082,7,0,847,0.02146455512201546,0
2446502.8483593813,1569748.8980737294,7,0,433,0.02171947046313213,0
2837886.9191834754,1357581.5311288992,8,0,336,0.021561532829949957,0
7106305.7066658065,1446902.9549801233,10,0,392,0.021283973191363523,0
4920889.69228669,3049149.717035629,5,0,374,0.021777241586685894,0
6363001.394745249,1370912.4309842829,10,0,482,0.02129274375427538,0
5056636.752260922,1755062.1806250375,9,0,758,0.021427261874630194,0
5059512.278991491,1175317.5901930595,9,0,708,0.02134225237543496,0
6876567.611951996,1647616.2875203015,8,0,506,0.02138468965995291,0
3967910.5435652523,1380883.1624721913,6,1,544,0.02166248000170807,0
5192241.5538819665,1294740.758635135,6,1,632,0.021589416868125724,0
4075449.422589915,2409449.2661001626,1,0,824,0.021904313966376005,0
4131007.5451353686,2088592.4815921695,6,0,593,0.021655747623879576,0
4381655.753062721,1568373.3236996154,4,0,572,0.021620458585353042,0
5444267.543267426,347894.03202801663,4,0,678,0.02140268834983834,0
4042502.7566730455,1319495.388373715,2,1,325,0.021794600451504133,0
7511512.251147041,2851513.782202542,4,0,843,0.021636513914967324,0
3210785.395560992,1384669.166680146,5,0,390,0.021637725839932148,0
4626256.711677282,2051608.786026829,5,0,775,0.021646772475353196,0
4120537.88345165,2220971.2009763005,5,0,487,0.02171752319281704,0
7893955.768707465,1609481.9579279874,4,0,868,0.021506364738847063,0
5393109.553023149,1079089.1840659238,1,0,494,0.021614641718913093,0
7063689.07893727,282343.8341085557,10,0,833,0.021162781076823536,0
2028879.253926056,1842081.6043044773,8,0,384,0.021879666025912705,0
5534100.531738518,1092621.998588226,3,0,891,0.021538615955795325,0
6779261.591246874,1588075.2259438462,2,0,376,0.021602916492854934,0
5164567.978550849,875089.8302053179,9,0,629,0.02129569914774008,0
7130960.750130702,1367381.2297648988,7,0,682,0.02138628501685731,0
3965423.099799256,1516859.5274505266,9,0,732,0.02145350965972869,0
7818694.88037116,1634296.7905221488,2,0,676,0.021584230299529758,0
9597796.247238502,942588.9063237929,9,0,640,0.021242943557883264,0
4274322.879120681,2098455.474380676,10,0,476,0.02149677863570761,0
4108994.9571984564,1201552.6076340145,9,1,725,0.021510215054189166,0
7906768.954235402,662765.2697733773,9,0,723,0.02123228879454422,0
8159144.291461425,1445488.2900182682,10,1,473,0.021387822302137816,0
3954279.9456934636,1517187.65451323,10,0,705,0.021417338708994354,0
4159626.365808286,1580294.71658588,4,0,381,0.021636731273758873,0
4436430.782278986,2181066.2018425395,10,0,320,0.021497283586522666,0
2311098.977931446,1381775.5816320702,3,0,697,0.021835196814375474,0
3162696.1070316033,1440190.1878156143,6,0,629,0.02161855299536072,0
2991718.466495864,948407.8093834532,3,0,524,0.02162717613670999,0
3464404.8697917433,1910276.7514439486,9,0,701,0.021578584406840903,0
4930630.225226438,1592154.5320390516,3,0,737,0.021631545728020642,0
5468429.465073042,1289986.1363529188,2,1,571,0.021727568486210304,0
8101000.985628154,547662.6532672682,8,0,579,0.02125730810507429,0
3003291.918522418,2222206.0975275435,6,1,522,0.02195273486877422,0
6968644.796953168,886160.0177719714,8,0,886,0.02130141881215423,0
4572022.311548982,1204360.995315147,7,0,808,0.02143936266187617,0
4901072.580695134,1679172.2555380017,3,0,641,0.021646137514274348,0
6349638.984333208,901721.0356916568,8,1,341,0.021435850912859846,0
2754555.956875403,753245.1108734283,10,0,475,0.021335702102940335,0
5764819.492368101,438026.2086496677,1,0,544,0.02152272845413281,0
5332904.416426112,1860498.476452818,1,0,552,0.021724834007342868,0
5984902.528016298,1227406.8776368392,10,0,573,0.02128506599113856,0
5578337.287815636,2963635.046236665,8,0,633,0.02160071000982033,0
9910600.279821789,1002822.4671845633,9,0,310,0.02124514908364723,0
3724520.031497368,1039274.4882855394,10,0,451,0.021339835891902068,0
3938006.089996365,1217303.5148572992,6,0,488,0.021510237250158073,0
3753718.9471504716,1621567.3275692444,5,1,510,0.021761705255440102,0
3889045.7616794906,1264898.3306073444,2,0,396,0.021670306163932285,0
3725225.7453869646,1806166.107001256,9,0,638,0.02152929375882677,0
7378033.062215104,1010705.8050056729,6,1,346,0.021506192400752532,0
7841008.49597971,809204.1407682095,8,0,356,0.021283671935604303,0
3858507.4125010474,600892.6302954463,9,0,374,0.02128554592746999,0
3335288.8537915424,388212.9160314016,9,0,553,0.02125641288321373,0
5942831.112772808,1240965.4902624716,8,0,870,0.02136189247707223,0
3895553.911438057,1349509.843803389,10,0,897,0.021389743909391315,0
6265863.635511022,1184281.4862584083,8,0,469,0.021347219479712687,0
5405846.041702599,2121702.898593581,3,0,445,0.02168307184970461,0
1968511.7700055363,2114015.1048040674,3,0,332,0.02218775050952003,0
8095010.402660123,1332598.506277749,2,0,814,0.02155134366304066,0
8591755.346191043,603039.4434040185,1,0,556,0.021518436973809913,0
3774422.6190312277,1216647.4459724736,4,0,425,0.021594092115582726,0
4224596.880128032,1200089.3030414693,2,0,412,0.021639811694266167,0
5571730.78144981,1171432.518860971,2,0,641,0.021585134930303635,0
5668913.57997405,1151140.5480508776,5,0,347,0.02146872226886275,0
6317088.545345661,1173268.5521375965,4,0,663,0.021492916228970413,0
9020409.0775327,1306729.19205112,1,1,697,0.021697178572812562,0
4646105.545011901,1182229.4505922217,9,0,494,0.021358662478270247,0
3403405.5109230923,1604161.254312796,4,0,620,0.02170444371818295,0
2241361.5439709458,1680184.3579524306,5,0,437,0.021873516067193025,0
3538139.920116162,1044677.4564087552,7,0,654,0.021462945316471572,0
4933746.054252406,2135532.663003517,2,0,369,0.021749993059175344,0
8589115.727035575,1009968.849079693,8,0,881,0.021294326066341514,0
3964777.4019276574,691099.6930923314,2,0,782,0.02155852027485483,0
5447575.903277797,1690389.035682526,10,0,358,0.021362991475077777,0
4967154.207854496,1091295.93279283,5,0,688,0.02148104647652814,0
7376786.546896168,1660645.735378694,2,1,650,0.02171958523202174,0
10053864.851747245,298165.69944973476,2,0,638,0.02145138811907152,0
3938262.4541593585,2196227.9707415337,4,0,895,0.021768376687422947,0
4021121.1149635557,1836146.704020201,4,0,735,0.021693545984324776,0
7088321.754138144,749761.7254184992,8,0,749,0.021285577302863807,0
6363782.979252623,760611.4380768571,6,0,676,0.02136982053383402,0
8693414.651472067,2336132.9520487636,10,0,690,0.021332199161867692,0
6167856.370651928,1131310.0482510207,8,0,780,0.021343083137349735,0
4281415.818425881,1082907.5756336881,7,0,413,0.0214315953608619,0
6181309.661384619,366973.95292535867,10,0,471,0.021177146900345566,0
7217407.161165815,1324610.8971992228,4,0,317,0.021491287400004135,0
6640964.362394728,1386140.1925821237,2,0,534,0.0215840092182091,0
6014548.062214595,1857746.5483847426,9,0,609,0.02139896637569092,0
7133349.379178308,800460.7859077622,2,0,580,0.021512531099167984,0
7338591.180891346,739856.6038796952,1,0,495,0.021541121339488097,0
7764317.982075054,1725481.3173882384,8,0,414,0.02137182780047326,0
6297419.775179286,2003365.0356135324,10,0,696,0.021368785752922226,0
4665763.839366292,714423.8244410584,9,1,862,0.021407047689676644,0
5293427.372866645,2040757.0431498706,1,1,717,0.021875417129634617,0
7413017.933016714,1518770.9207434107,7,0,583,0.021396006446504197,0
3366128.658025528,2045902.6695373228,2,0,884,0.021879562809582295,0
5737346.617745803,1464889.8192411917,6,0,627,0.021470398555533527,0
4213322.3753452785,238861.04125602474,5,0,640,0.021360318410190895,0
5057489.645869635,1424016.3088419805,1,0,520,0.021674986417299747,0
7556903.725214597,2030071.9093356351,2,0,308,0.021628381172964672,0
5382198.1360398065,1053126.990458143,2,0,381,0.021574338876761346,0
5092873.0963122975,1306017.515546274,10,0,593,0.02132310127553241,0
2280287.7180401613,1411933.2482245108,10,1,674,0.02171519547428963,0
6492507.132054442,50243.06006575911,6,0,833,0.021287032176580366,0
6290968.362282151,2335673.787718738,1,0,714,0.021741425717542475,0
9326509.44661092,1049312.1600514129,4,0,398,0.021438687852231943,0
4384443.530093999,1752867.7162363995,10,0,681,0.021429270101044274,0
5438300.655327878,1456649.4319258956,5,0,803,0.021516705353755317,0
5498767.367421511,2128809.52817968,2,0,746,0.02171614771656988,0
8154906.559526948,1703028.0612140405,2,0,643,0.0215840899750085,0
4809408.935226096,1382537.8642395127,7,0,724,0.021457171102340217,0
5558043.051540678,1053242.45374036,7,0,605,0.021384615708571076,0
6215793.019433078,1898925.3506910694,6,0,447,0.021507558746461576,0
5373218.246312716,563279.3480226917,1,0,753,0.02154409390825727,0
4107132.7708989433,1822945.2101379463,3,0,332,0.021721113939431803,0
5388179.9857966155,950477.6242225637,9,0,800,0.021300853416723,0
7147263.499719544,2126141.83097832,10,0,618,0.021353493248969395,0
2946969.4011778794,1580649.7713313475,1,0,492,0.02186369402960569,0
5265939.348293752,1822061.8839250542,2,0,479,0.021685683158472663,0
3599758.3701216537,1540994.4069123596,8,0,817,0.021524283736742485,0
7390093.257849685,623811.4524295017,7,0,690,0.021306786761854407,0
1953626.1904324507,1069635.4183023307,9,0,820,0.021575704591081886,0
3882156.3054568237,1836194.6688056912,10,0,656,0.02148347618576526,0
5754423.750129042,1583327.908679922,4,0,872,0.02155914228120682,0
8131048.058468681,2090494.952652836,4,0,763,0.021545774650177853,0
4868499.477854025,1701637.281518586,7,0,398,0.021503129682844686,0
3889600.9466136033,1016649.0546486701,1,1,447,0.021783469478696544,0
8762314.13888118,1101967.931139683,10,1,869,0.021349755032614343,0
2103972.199167512,1551458.6952616186,9,0,615,0.021716334153343758,0
602388.0867598364,342977.9669999473,2,0,481,0.02185110248698617,0
5880028.900106665,2336720.942811493,1,1,846,0.021884210433194242,0
3995891.5512947775,1720873.3681887786,7,0,602,0.021563223757992432,0
2957534.3657385735,2113517.298524436,6,0,857,0.02181055995797307,0
6416712.894598707,709698.0295954155,3,0,898,0.02147430619425919,0
5487601.427542398,2122282.580177628,1,1,303,0.021876316821846584,0
3871842.7385265436,2615749.455513874,5,1,406,0.021942113854105823,0
2439391.2026582113,839560.8223113412,10,0,374,0.02138807384424385,0
6744914.656560289,1885700.8974518832,4,0,339,0.02156241879083183,0
6300402.3559173215,1500554.9723436467,5,0,418,0.021494722434053357,0
4801648.272441234,727783.0758758779,1,0,372,0.0215787091462228,0
8693273.992095333,1746441.985925935,1,0,851,0.021615240982233986,0
2859830.467347695,1916801.6024186742,5,0,503,0.021814728661445203,0
1948949.6581505225,1199436.7236655767,6,0,395,0.021737095240750914,0
3616183.860237511,2082958.2601276115,5,1,578,0.02186836897100499,0
4908827.9672890045,666618.2966054012,2,0,442,0.021529999245001343,0
5486678.898645383,752621.9267751779,9,0,414,0.02127180064364422,0
4517527.884287341,1568298.6977943762,5,0,775,0.021575442395261192,0
5704110.793028593,1512692.6389861358,5,1,432,0.021638173599107306,0
2496921.1516191117,1141713.2557879474,10,0,467,0.02147182273622546,0
7887529.208146519,1904797.217985943,9,0,544,0.021349063227812055,0
4835697.643214863,1765447.1571079746,3,1,576,0.02178621726977066,0
7234591.663176255,1929069.5354670081,5,0,558,0.021515813028498015,0
5685450.692755409,1438431.7823238662,5,1,345,0.021629144634242797,0
5913506.4383075675,1801290.1339891704,2,1,645,0.02177845546440276,0
6139534.560464408,1277174.8484850028,4,1,536,0.021632864349999868,0
5895417.1200346295,2526909.345043298,2,0,352,0.021746868138023533,0
6285445.519735088,1093727.114939007,5,1,447,0.021570641423756,0
7658305.060264863,2552648.7147291563,10,0,832,0.021380037899331995,0
5393042.33940294,1517443.9735447043,2,0,389,0.02163781113202491,0
6418007.5151770245,812244.5552156287,10,0,532,0.021226907927375777,0
4820528.611425547,2184039.6752443006,9,0,350,0.021505759376057264,0
7880234.430898946,1562950.6941974794,10,0,693,0.021280069988408097,0
3647215.3958814605,1925562.049190119,6,0,513,0.021672311388919657,0
8601880.865821632,2111927.959271297,8,0,750,0.021389074606192583,0
4919684.098711313,1668977.7770725125,9,0,638,0.021421458399665565,0
2138449.7957639038,1203879.5775935927,8,0,650,0.02162418194527552,0
5256208.829821578,1987856.688834625,5,0,584,0.02159842627159456,0
3637896.6850502384,1500377.7537272978,5,0,882,0.021623783342591022,0
6681287.097977448,1842928.9093042095,6,0,544,0.021485587905265523,0
3694752.041395218,423134.71310426923,1,0,849,0.02155127213348554,0
4107633.1335704406,1723490.8585049259,8,0,883,0.02151798832635362,0
1220918.538108938,1180707.0874274848,2,0,525,0.02214564576681541,0
4095387.3615018465,2326654.8185892655,6,1,740,0.021825491734463846,0
152241.34674208704,1811543.6739445475,9,0,773,0.029982844529321304,0
1832194.3530285535,1619928.8729246482,3,0,743,0.022047205128804485,0
6520829.312288594,1743154.996675111,2,0,711,0.021627405782800282,0
6571600.3173016645,1000779.5735616409,10,0,545,0.021245965016482984,0
5850915.12356993,2311628.345264027,5,0,882,0.021610939878760376,0
3066047.713741574,2495685.209208452,9,0,799,0.021773050234200356,0
4904577.28771604,1696456.7552741081,6,0,849,0.021537473990213118,0
4992794.921818864,2295201.7842868194,8,0,416,0.02154770204751457,0
2683270.6216149144,1215425.900663733,8,0,663,0.0215427113878972,0
8006796.603534302,1101443.2168875097,7,0,503,0.021346151688075538,0
6754724.581151343,1520462.3743644615,5,0,650,0.021485041128518068,0
4558071.652340672,1717470.5191839493,2,0,618,0.021708485727633012,0
5053771.677989062,1303006.65937844,10,0,658,0.021324129495589386,0
5416765.615895105,1768884.095184242,10,1,816,0.021498466819152393,0
916530.2631514189,1653194.741036707,5,1,788,0.022777652872775125,0
4505645.234958806,1000846.6123544725,7,0,406,0.021408784112607566,0
3636031.504004403,1759396.5087258606,7,0,471,0.02160263745879249,0
2996759.980210169,1931764.1212607606,2,0,818,0.02190683709697059,0
4437799.41422809,1585734.6587951954,7,1,827,0.02163234576894936,0
8595373.053699045,2076324.0516308462,6,0,619,0.0214602059885256,0
6281685.7225340195,891298.103251524,7,0,336,0.02134935471894875,0
3857642.0204344066,1733975.211065926,8,0,798,0.021540138990118873,0
6145165.562712317,914859.6468016126,4,0,564,0.0214656211462223,0
7798710.873172004,942959.3208834563,1,0,701,0.021556003959917382,0
6849267.365825538,1184534.583131105,8,0,517,0.021335323685323024,0
5119260.739840348,1028969.9082128776,8,0,629,0.021356102704438624,0
3706126.444588852,1226002.0906294312,3,0,485,0.021637391542711007,0
6396446.62722718,1392924.8446444056,3,0,680,0.021553673385924434,0
5786970.770843499,1918577.2431656923,5,0,508,0.021563870548575066,0
6790386.440055464,1339420.4806471488,3,0,862,0.02153848119461209,0
6270343.603363939,707187.1466152037,5,1,587,0.021525296061865984,0
7099105.430638671,2070033.9232475802,8,0,387,0.021423195832963655,0
3929529.5768788643,1081454.9331924801,1,0,435,0.021670280892866437,0
7634788.131268651,1470639.7864476857,2,0,457,0.021572083680579415,0
5395199.209384799,1723268.2534703556,2,0,454,0.021665981927196192,0
9150521.74525053,1599805.2092013913,4,0,762,0.021484845615537214,0
3621624.3638208644,2047089.7737607379,9,0,519,0.02158883426168574,0
8471927.606330499,1739501.5716963795,2,0,758,0.021581490850883622,0
5395821.566925296,1069345.210151446,9,1,466,0.021440419647134484,0
3697163.992771103,2589281.0869958308,7,0,621,0.021762954095916894,0
4032228.331891357,1597166.7316691165,10,0,861,0.021426535562240095,0
4359305.38361136,1426329.8866892469,8,0,811,0.021449562586901175,0
5848331.892803833,1981962.7115277855,1,0,386,0.021717444273513322,0
6045670.976070999,1624725.472965036,5,0,844,0.021517365874998546,0
3852599.992122842,1699614.0964696635,9,0,574,0.021496938418166172,0
4951290.815478034,2746091.9993003435,4,0,440,0.021766123191238135,0
9284540.717223726,1362439.2858724766,2,0,652,0.021538103719824432,0
8455086.340201423,1341119.5529913022,6,1,304,0.02152221070248101,0
5872647.339348064,1558289.256006232,2,0,681,0.021625943749808686,0
5076006.9563364005,2035757.9677905194,3,0,633,0.021689420365191763,0
5240062.653436523,746732.9849048004,8,0,774,0.021312780354425444,0
6227035.945460834,517222.0542617474,3,0,329,0.02145390908366368,0
2954414.8696031887,1206442.3646899262,2,1,646,0.021855291454196093,0
4485246.9251533095,683038.5204703565,6,0,893,0.021394085809128365,0
1662831.852244821,1287584.3262371807,3,1,792,0.022089310629018335,0
5798446.245210558,1751249.8480646452,1,0,794,0.02169013547651174,0
6294391.879405482,1054625.5682238683,3,1,687,0.021639918958173163,0
4033627.075401252,786586.7116093287,6,0,552,0.02142572612661534,0
8147973.5265800655,1534668.580857674,3,1,329,0.021655323524756385,0
2548468.6739953174,1931271.7423075852,9,0,641,0.021731458658983172,0
2071250.2395803598,652513.2807416937,7,0,586,0.021477588529213887,0
5448903.637119944,1910116.199152992,5,0,696,0.02157795453099491,0
7094196.6052243095,1908653.101869163,2,0,808,0.02162868203720182,0
8367855.382915737,1977042.551078314,9,0,543,0.021345190959196784,0
4082231.47426212,2109240.107435843,5,0,520,0.021700998380798826,0
7157361.666862591,2601006.9623298077,7,1,455,0.021636847612359775,0
4922983.060998586,1321953.9756904724,9,0,682,0.02136908368443589,0
4654745.40011836,1554785.790038929,4,0,619,0.021602743727202906,0
6767319.874973345,1291780.7833759873,9,1,672,0.02143501679152498,0
6304645.756826839,1500988.4223779053,1,0,830,0.021642777625866774,0
1847215.6860315013,2266436.677818156,6,0,514,0.022189996044298447,0
7953080.699451791,827492.7580346656,2,1,666,0.02162991828647484,0
7760182.708294903,1069475.1639172123,8,0,413,0.021309307713053817,0
3748874.5969809415,2188590.4682522807,5,0,499,0.021750701996806964,0
5791607.066874818,2010018.253451045,3,0,324,0.021649428713445436,0
5988060.372565478,1318434.176591461,2,1,420,0.021715926143979235,0
5521347.531647814,1927201.00056036,8,1,302,0.021589183379498108,0
3899389.69230916,1670607.9212460166,7,1,744,0.02168500606738107,0
3656753.264123897,2250137.304500494,9,0,553,0.021625936613401637,0
4948891.858017109,1537254.7969133863,8,0,319,0.02143729360865018,0
7345458.038518729,2012816.056936291,4,0,503,0.021558306999749838,0
6087200.309188865,2821005.9552463097,2,0,656,0.02177264876610758,0
4258771.335827788,1799049.577523733,2,0,427,0.021742284666470976,0
6543397.42129669,1524664.082897422,2,0,657,0.02160199303692045,0
-697085.2412601514,1861223.4926104897,6,1,591,0.019427285575658225,0
7297531.400744207,1317359.5708980574,7,0,473,0.021377966820334708,0
1520572.4424438006,2693983.852762366,6,0,654,0.022593440543325342,0
4275118.117193736,1590035.5188479908,2,1,336,0.02182831493940525,0
2760660.2107477123,1363533.3398872437,4,1,609,0.021844599375709588,0
2410637.0485581886,1082155.4974899818,3,0,881,0.021724861315943186,0
7321653.574757039,2048610.0958032191,4,0,383,0.021562587533589597,0
4064597.597376217,1933593.7064138693,5,0,809,0.021670653820778756,0
5693007.7634614315,1251322.8142929533,7,0,743,0.021407057194409985,0
4906158.842241632,1788225.6725612113,9,0,719,0.021440152245443655,0
5954081.654446243,745722.0158935718,2,0,504,0.02152218252101871,0
5153643.782120511,1592485.287536578,8,1,787,0.021559526498105868,0
2434015.5516228606,1726378.1760383472,3,0,387,0.02191769005997489,0
6992533.63889428,2353664.904779611,9,0,551,0.021419497235511776,0
4012486.8336773748,1114590.5986356554,10,0,330,0.021338906189821077,0
1886836.202680498,860823.6855988378,4,0,720,0.02169324994621634,0
4143769.678068175,1052286.0195374792,3,0,360,0.021580467871069084,0
8001519.581268622,831715.74984254,10,0,878,0.02121016085279898,0
6700443.484226986,2168328.6788794915,6,1,525,0.021644406841253256,0
4302695.731184281,2274319.647512018,10,0,634,0.021524652143066852,0
4301484.591363142,1660108.2889744146,9,0,878,0.02145604031998274,0
4356729.897565234,2110647.472842574,7,0,410,0.02160306597665579,0
9153495.967121681,1566979.1902901176,4,0,790,0.02148214756982546,0
5763870.904463107,1452444.176149617,3,0,571,0.02157902143564021,0
5860083.294382139,1333481.1904731193,10,0,333,0.021301707182997273,0
7060566.908063685,1344804.5043112172,4,1,511,0.021619860806209132,0
5477578.318053027,726099.2218454843,3,0,599,0.02149056783049076,0
4481915.708358593,1632127.3818036695,3,0,672,0.02166209421051687,0
4607300.301830043,1479833.0448929782,9,0,424,0.021408088956613777,0
4856797.4811718725,1872680.3620389379,4,0,402,0.021640928048999218,0
4925555.526980317,1546761.748219305,9,0,419,0.021402782293502776,0
6455259.08727396,1418648.149215454,10,0,846,0.021295940001173803,0
5103891.771614599,1064403.4849961847,5,0,630,0.021472784902646865,0
6465280.154431159,1536076.6184108807,7,0,608,0.021420231709635407,0
4838566.839782835,1869118.615408081,5,1,869,0.021727863898923307,0
5157270.380632181,928330.5044580697,1,0,711,0.021599768387909925,0
1003598.6309357849,1543736.8768403695,2,0,698,0.022568637735034418,0
6832655.349404963,1616521.475764742,5,0,605,0.021493551875074703,0
5692976.951795985,1140967.6081908678,6,0,462,0.02142973241555507,0
6996020.219719305,1206071.8475459998,7,0,364,0.021371947642576824,0
-792510.756387379,1615305.424383107,2,0,515,0.01991989113686963,0
9176749.409561455,933289.4908536886,10,0,325,0.02120849951350412,0
4720820.7436896525,1674961.8576246963,9,0,883,0.021432981029083184,0
7216365.633475034,1052322.8131704,6,0,343,0.021389300621692,0
2920188.1457489384,2031426.8465166083,2,0,389,0.021944631948894937,0
6225547.81012514,2668913.8726941496,2,0,432,0.02174692798376426,0
2893168.8736526878,1069621.5991490902,3,0,460,0.021666202715597317,0
3752462.07860839,1767103.9311873373,1,0,679,0.021815223806444874,0
8828062.707733572,1136629.0475589903,9,0,560,0.02126556409898007,0
4618635.198473306,2020477.0868988947,10,0,682,0.021457168632627418,0
5434865.746359446,867370.7954573925,4,0,668,0.02147355986126268,0
6740135.461377509,1740293.3792138563,5,0,410,0.021509557290911807,0
5991363.775945209,1063505.5165553237,7,1,376,0.021499169807514915,0
5300837.810287152,1396507.7054508156,1,1,508,0.021785005667719907,0
5729922.004932451,984487.3624263465,3,0,312,0.021519641929609513,0
9806831.17047655,1911175.2354478769,3,0,869,0.021536725625103694,0
4884762.405932829,1081509.8227802066,2,0,847,0.02159339950742249,0
5402198.093429935,1775982.1296659138,8,0,324,0.021450717772110196,0
7101308.792015225,1327950.9858688335,5,1,845,0.02158026304839712,0
7211051.865915967,1442763.8141005686,1,1,439,0.02173807022790153,0
7374060.61112076,1573877.9537000642,2,0,574,0.02158749650014196,0
6277460.444058369,1119087.6641705756,1,0,669,0.02159848455826431,0
2713990.174539033,1605183.5567704435,6,0,521,0.021719335785843227,0
8266863.0646021925,2265167.2821772057,9,0,336,0.02137314126347654,0
2707309.213962624,1110952.6070836429,7,0,428,0.021548183595253543,0
5605270.930478066,2085905.0716369224,5,0,615,0.021593938650188146,0
3491448.299961284,2249048.816743892,3,0,622,0.021869466956739577,0
4871723.306814015,1091922.505485978,8,0,732,0.021373236861907254,0
5657524.820606961,772472.697454724,10,0,517,0.02123430064201343,0
5642714.430900546,1650980.4500858823,4,0,547,0.021572056029077778,0
5843841.50847057,1226296.2386165634,9,0,410,0.02132562232116812,0
8227422.538117294,2434301.609581501,5,0,446,0.02153746218360588,0
5907068.603027959,1517403.770249916,6,0,643,0.021471549477907078,0
4511686.729418702,1098900.2959824104,5,0,808,0.02149872129149516,0
6928174.336576715,926420.2444941443,10,1,804,0.021355647064614933,0
7378940.97784928,2044952.4795454151,7,0,851,0.021449519356245762,0
2544784.3697260153,1214408.0129579068,7,1,433,0.0217211379891565,0
6194800.139699716,1521914.3997302142,1,0,763,0.021648405959205832,0
6402345.484621797,1977901.3725562403,2,0,490,0.021658224849122547,0
4404872.993280016,1257870.824034585,7,0,462,0.02145576262501015,0
7751413.626623239,1477035.5856299198,8,0,755,0.02134836386122529,0
4699888.825934947,1491715.79508874,4,0,360,0.021590428922283238,0
5251152.906943085,1841662.255758046,6,0,304,0.021541046157366062,0
4653856.351432261,1795372.1677551628,10,0,336,0.021418893414844105,0
5031158.095162935,1389943.1343725857,3,0,759,0.021597000548239206,0
2807449.8262095964,1531824.5307482588,7,0,516,0.021648370555896183,0
2119898.2348114112,1314110.4942382558,3,0,438,0.021851495053703606,0
8189010.126449944,761193.7965402777,7,0,398,0.02131311253139679,0
3306077.3033633446,1628800.4286990648,8,0,563,0.021572116962956724,0
3017215.301087386,2446095.880416534,3,0,898,0.021992819127249544,0
693219.7727925703,1058140.4296544685,2,1,895,0.02268334316903366,0
3722076.5046209954,1113485.1451986486,6,0,523,0.021502860914001668,0
